Stanford,Math,MATH 19,Calculus,"Aut, Win",3,"Introduction to differential calculus of functions of one variable. Review of elementary functions (including exponentials and logarithms), limits, rates of change, the derivative and its properties, applications of the derivative. Prerequisites: trigonometry, advanced algebra, and analysis of elementary functions (including exponentials and logarithms). You must have taken the math placement diagnostic (offered through the Math Department website) in order to register for this course.","trigonometry, advanced algebra, and analysis of elementary functions (including exponentials and logarithms). You must have taken the math placement diagnostic (offered through the Math Department website) in order to register for this course.",,,,
Stanford,Math,MATH 177,Geometric Methods in the Theory of Ordinary Differential Equations,Spr,3,Hamiltonian systems and their geometry. First order PDE and Hamilton-Jacobi equation. Structural stability and hyperbolic dynamical systems. Completely integrable systems. Perturbation theory.,,,,,
Stanford,Math,MATH 193,Polya Problem Solving Seminar,Aut,1,"Topics in mathematics and problem solving strategies with an eye towards the Putnam Competition. Topics may include parity, the pigeonhole principle, number theory, recurrence, generating functions, and probability. Students present solutions to the class. Open to anyone with an interest in mathematics.",,,,,
Stanford,Math,MATH 197,Senior Honors Thesis,"Aut, Win, Spr, Sum",1-6,Honors math major working on senior honors thesis under an approved advisor carries out research and reading. Satisfactory written account of progress achieved during term must be submitted to advisor before term ends. May be repeated 3 times for a max of 9 units. Contact department student services specialist to enroll.,,,,,
Stanford,Math,MATH 198,Practical Training,Sum,1,"Only for undergraduate students majoring in mathematics. Students obtain employment in a relevant industrial or research activity to enhance their professional experience. Students submit a concise report detailing work activities, problems worked on, and key results. May be repeated for credit up to 3 units. Prerequisite: qualified offer of employment and consent of department. Prior approval by Math Department is required; you must contact the Math Department's Student Services staff for instructions before being granted permission to enroll.",qualified offer of employment and consent of department. Prior approval by Math Department is required; you must contact the Math Department's Student Services staff for instructions before being granted permission to enroll.,,,,
Stanford,Math,MATH 199,Independent Work,"Aut, Win, Spr, Sum",1-3,For math majors only. Undergraduates pursue a reading program; topics limited to those not in regular department course offerings. Credit can fulfill the elective requirement for math majors. Approval of Undergraduate Affairs Committee is required to use credit for honors majors area requirement. Contact department student services specialist to enroll.,,,,,
Stanford,Math,MATH 205A,Real Analysis,Aut,3,Basic measure theory and the theory of Lebesgue integration. Prerequisite: 171 or equivalent.,171 or equivalent.,,,,
Stanford,Math,MATH 205B,Real Analysis,Win,3,"Point set topology, basic functional analysis, Fourier series, and Fourier transform. Prerequisites: 171 and 205A or equivalent.",171 and 205A or equivalent.,,,,
Stanford,Math,MATH 205C,Real Analysis,Spr,3,Continuation of 205B.,,,,,
Stanford,Math,MATH 210A,Modern Algebra I,Aut,3,"Basic commutative ring and module theory, tensor algebra, homological constructions, linear and multilinear algebra, canonical forms and Jordan decomposition. Prerequisite: 122 or equivalent.",122 or equivalent.,,,,
Stanford,Math,MATH 210B,Modern Algebra II,Win,3,"Continuation of 210A. Topics in field theory, commutative algebra, and algebraic geometry. Prerequisites: 210A, and 121 or equivalent.","210A, and 121 or equivalent.",,,,
Stanford,Math,MATH 210C,Lie Theory,Spr,3,"Topics in Lie groups, Lie algebras, and/or representation theory. Prerequisite:  math 210B. May be repeated for credit.",,,,,
Stanford,Math,MATH 215A,Algebraic Topology,Aut,3,"Topics: fundamental group and covering spaces, basics of homotopy theory, homology and cohomology (simplicial, singular, cellular), products, introduction to topological manifolds, orientations, Poincare duality. Prerequisites: 113, 120, and 171.","113, 120, and 171.",,,,
Stanford,Math,MATH 215B,Differential Topology,Win,3,"Topics: Basics of differentiable manifolds (tangent spaces, vector fields, tensor fields, differential forms), embeddings, tubular neighborhoods, integration and Stokes¿ Theorem, deRham cohomology, intersection theory via Poincare duality, Morse theory. Prerequisite: 215A",215A,,,,
Stanford,Math,MATH 215C,Differential Geometry,Spr,3,"This course will be an introduction to Riemannian Geometry. Topics will include the Levi-Civita connection, Riemann curvature tensor, Ricci and scalar curvature, geodesics, parallel transport, completeness, geodesics and Jacobi fields, and comparison techniques. Prerequisites 146 or 215B",,,,,
Stanford,Math,MATH 216A,Introduction to Algebraic Geometry,Aut,3,"Algebraic curves, algebraic varieties, sheaves, cohomology, Riemann-Roch theorem. Classification of algebraic surfaces, moduli spaces, deformation theory and obstruction theory, the notion of schemes. May be repeated for credit. Prerequisites: 210ABC or equivalent.",210ABC or equivalent.,,,,
Stanford,Math,MATH 216B,Introduction to Algebraic Geometry,Win,3,Continuation of 216A. May be repeated for credit.,,,,,
Stanford,Math,MATH 216C,Introduction to Algebraic Geometry,Spr,3,Continuation of 216B. May be repeated for credit.,,,,,
Stanford,Math,MATH 217C,Complex Differential Geometry,not given this year,3,"Complex structures, almost complex manifolds and integrability, Hermitian and Kahler metrics, connections on complex vector bundles, Chern classes and Chern-Weil theory, Hodge and Dolbeault theory, vanishing theorems, Calabi-Yau manifolds, deformation theory.",,,,,
Stanford,Math,MATH 220,Partial Differential Equations of Applied Mathematics (CME 303),Aut,3,"First-order partial differential equations; method of characteristics; weak solutions; elliptic, parabolic, and hyperbolic equations; Fourier transform; Fourier series; and eigenvalue problems. Prerequisite: Basic coursework in multivariable calculus and ordinary differential equations, and some prior experience with a proof-based treatment of the material as in  Math 171 or  Math 61CM (formerly  Math 51H).",,,,,
Stanford,Math,MATH 221A,Mathematical Methods of Imaging (CME 321A),"alternate years, given next year",3,Image denoising and deblurring with optimization and partial differential equations methods. Imaging functionals based on total variation and l-1 minimization. Fast algorithms and their implementation.,,,,,
Stanford,Math,MATH 221B,Mathematical Methods of Imaging (CME 321B),not given this year,3,"Array imaging using Kirchhoff migration and beamforming, resolution theory for broad and narrow band array imaging in homogeneous media, topics in high-frequency, variable background imaging with velocity estimation, interferometric imaging methods, the role of noise and inhomogeneities, and variational problems that arise in optimizing the performance of array imaging algorithms.",,,,,
Stanford,Math,MATH 226,Numerical Solution of Partial Differential Equations (CME 306),Spr,3,"Hyperbolic partial differential equations: stability, convergence and qualitative properties; nonlinear hyperbolic equations and systems; combined solution methods from elliptic, parabolic, and hyperbolic problems. Examples include: Burger's equation, Euler equations for compressible flow, Navier-Stokes equations for incompressible flow. Prerequisites:  MATH 220A or  CME 302.",,,,,
Stanford,Math,MATH 227,Partial Differential Equations and Diffusion Processes,not given this year,3,Parabolic and elliptic partial differential equations and their relation to diffusion processes. First order equations and optimal control. Emphasis is on applications to mathematical finance. Prerequisites:  MATH 136/ STATS 219 (or equivalents) and  MATH 131P +  MATH 115/171 or  MATH 173 or  MATH 220.,,,,,
Stanford,Math,MATH 228,"Stochastic Methods in Engineering (CME 308, MS&E 324)",Spr,3,"The basic limit theorems of probability theory and their application to maximum likelihood estimation. Basic Monte Carlo methods and importance sampling. Markov chains and processes, random walks, basic ergodic theory and its application to parameter estimation. Discrete time stochastic control and Bayesian filtering. Diffusion approximations, Brownian motion and an introduction to stochastic differential equations. Examples and problems from various applied areas. Prerequisites: exposure to probability and background in analysis.",exposure to probability and background in analysis.,,,,
Stanford,Math,MATH 228A,"Probability, Stochastic Analysis and Applications",not given this year,3,"The basic limit theorems of probability theory and their application to maximum likelihood estimation. Basic Monte Carlo methods and importance sampling. Markov chains and processes, random walks, basic ergodic theory and its application to parameter estimation. Discrete time stochastic control and Bayesian filtering. Diffusion approximations, Brownian motion and basic stochastic differential equations. Examples and problems from various applied areas. Prerequisites: exposure to probability and background in analysis.",exposure to probability and background in analysis.,,,,
Stanford,Math,MATH 230A,Theory of Probability I (STATS 310A),Aut,2-4,"Mathematical tools: sigma algebras, measure theory, connections between coin tossing and Lebesgue measure, basic convergence theorems. Probability: independence, Borel-Cantelli lemmas, almost sure and Lp convergence, weak and strong laws of large numbers. Large deviations. Weak convergence; central limit theorems; Poisson convergence; Stein's method. Prerequisites: 116,  MATH 171.",,,,,
Stanford,Math,MATH 230B,Theory of Probability II (STATS 310B),Win,2-3,"Conditional expectations, discrete time martingales, stopping times, uniform integrability, applications to 0-1 laws, Radon-Nikodym Theorem, ruin problems, etc. Other topics as time allows selected from (i) local limit theorems, (ii) renewal theory, (iii) discrete time Markov chains, (iv) random walk theory,n(v) ergodic theory. Prerequisite: 310A or  MATH 230A.",,,,,
Stanford,Math,MATH 230C,Theory of Probability III (STATS 310C),Spr,2-4,"Continuous time stochastic processes: martingales, Brownian motion, stationary independent increments, Markov jump processes and Gaussian processes. Invariance principle, random walks, LIL and functional CLT. Markov and strong Markov property. Infinitely divisible laws. Some ergodic theory. Prerequisite: 310B or  MATH 230B.  http://statweb.stanford.edu/~adembo/stat-310c/",,,,,
Stanford,Math,MATH 231,Mathematics and Statistics of Gambling (STATS 334),Spr,3,"Probability and statistics are founded on the study of games of chance. Nowadays, gambling (in casinos, sports and the Internet) is a huge business. This course addresses practical and theoretical aspects. Topics covered: mathematics of basic random phenomena (physics of coin tossing and roulette, analysis of various methods of shuffling cards), odds in popular games, card counting, optimal tournament play, practical problems of random number generation. Prerequisites: Statistics 116 and 200.",Statistics 116 and 200.,,,,
Stanford,Math,MATH 231A,An Introduction to Random Matrix Theory (STATS 351A),not given this year,3,"Patterns in the eigenvalue distribution of typical large matrices, which also show up in physics (energy distribution in scattering experiments), combinatorics (length of longest increasing subsequence), first passage percolation and number theory (zeros of the zeta function). Classical compact ensembles (random orthogonal matrices). The tools of determinental point processes.",,,,,
Stanford,Math,MATH 231C,Free Probability,not given this year,3,"Background from operator theory, addition and multiplication theorems for operators, spectral properties of infinite-dimensional operators, the free additive and multiplicative convolutions of probability measures and their classical counterparts, asymptotic freeness of large random matrices, and free entropy and free dimension. Prerequisite:  STATS 310B or equivalent.",,,,,
Stanford,Math,MATH 232,Topics in Probability: Percolation Theory,not given this year,3,"An introduction to first passage percolation and related general tools and models. Topics include early results on shape theorems and fluctuations, more modern development using hyper-contractivity, recent breakthrough regarding scaling exponents, and providing exposure to some fundamental long-standing open problems. Course prerequisite: graduate-level probability.",graduate-level probability.,,,,
Stanford,Math,MATH 233A,Topics in Combinatorics,Win,3,,,,,,
Stanford,Math,MATH 233B,Topics in Combinatorics: Polyhedral Techniques in Optimization,not given this year,3,"LP duality and min-max formulas; matchings, spanning trees, matroids, matroid union and intersection; packing of trees and arborescences; submodular functions, continuous extensions and optimization.",,,,,
Stanford,Math,MATH 233C,Topics in Combinatorics,not given this year,3,,,,,,
Stanford,Math,MATH 234,Large Deviations Theory (STATS 374),not given this year,3,"Combinatorial estimates and the method of types. Large deviation probabilities for partial sums and for empirical distributions, Cramer's and Sanov's theorems and their Markov extensions. Applications in statistics, information theory, and statistical mechanics. Prerequisite:  MATH 230A or  STATS 310. Offered every 2-3 years.  http://statweb.stanford.edu/~adembo/large-deviations/",,,,,
Stanford,Math,MATH 235A,Topics in combinatorics,not given this year,3,"This advanced course in extremal combinatorics covers several major themes in the area. These include extremal combinatorics and Ramsey theory, the graph regularity method, and algebraic methods.",,,,,
Stanford,Math,MATH 235B,Modern Markov Chain Theory,not given this year,3,"This is a graduate-level course on the use and analysis of Markov chains. Emphasis is placed on explicit rates of convergence for chains used in applications to physics, biology, and statistics. Topics covered: basic constructions (metropolis, Gibbs sampler, data augmentation, hybrid Monte Carlo); spectral techniques (explicit diagonalization, Poincaré, and Cheeger bounds); functional inequalities (Nash, Sobolev, Log Sobolev); probabilistic techniques (coupling, stationary times, Harris recurrence). A variety of card shuffling processes will be studies. Central Limit and concentration.",,,,,
Stanford,Math,MATH 235C,Topics in Markov Chains,not given this year,3,"Classical functional inequalities (Nash, Faber-Krahn, log-Sobolev inequalities), comparison of Dirichlet forms. Random walks and isoperimetry of amenable groups (with a focus on solvable groups). Entropy, harmonic functions, and Poisson boundary (following Kaimanovich-Vershik theory).",,,,,
Stanford,Math,MATH 236,Introduction to Stochastic Differential Equations,Win,3,"Brownian motion, stochastic integrals, and diffusions as solutions of stochastic differential equations. Functionals of diffusions and their connection with partial differential equations. Random walk approximation of diffusions. Prerequisite: 136 or equivalent and differential equations.",136 or equivalent and differential equations.,,,,
Stanford,Math,MATH 237,Default and Systemic Risk,not given this year,3,"Introduction to mathematical models of complex static and dynamic stochastic systems that undergo sudden regime change in response to small changes in parameters. Examples from materials science (phase transitions), power grid models, financial and banking systems. Special emphasis on mean field models and their large deviations, including computational issues. Dynamic network models of financial systems and their stability.",,,,,
Stanford,Math,MATH 238,Mathematical Finance (STATS 250),Win,3,Stochastic models of financial markets. Forward and futures contracts. European options and equivalent martingale measures. Hedging strategies and management of risk. Term structure models and interest rate derivatives. Optimal stopping and American options. Corequisites:  MATH 236 and 227 or equivalent.,,,,,
Stanford,Math,MATH 239,Computation and Simulation in Finance,not given this year,3,"Monte Carlo, finite difference, tree, and transform methods for the numerical solution of partial differential equations in finance. Emphasis is on derivative security pricing. Prerequisite: 238 or equivalent.",238 or equivalent.,,,,
Stanford,Math,MATH 243,Functions of Several Complex Variables,not given this year,3,"Holomorphic functions in several variables, Hartogs phenomenon, d-bar complex, Cousin problem. Domains of holomorphy. Plurisubharmonic functions and pseudo-convexity. Stein manifolds. Coherent sheaves, Cartan Theorems A&B. Levi problem and its solution. Grauert¿s Oka principle. nPrerequisites:  MATH 215A and experience with manifolds.",,,,,
Stanford,Math,MATH 244,Riemann Surfaces,Aut,3,"Riemann surfaces and holomorphic maps, algebraic curves, maps to projective spaces. Calculus on Riemann surfaces. Elliptic functions and integrals. Riemann-Hurwitz formula. Riemann-Roch theorem, Abel-Jacobi map. Uniformization theorem. Hyperbolic surfaces. (Suitable for advanced undergraduates.) Prerequisites:  MATH 106 or  MATH 116, and familiarity with surfaces equivalent to  MATH 143,  MATH 146, or  MATH 147.",,,,,
Stanford,Math,MATH 245A,Topics in Algebraic Geometry,not given this year,3,Topics of contemporary interest in algebraic geometry. May be repeated for credit.,,,,,
Stanford,Math,MATH 245B,Topics in Algebraic Geometry,Win,3,May be repeated for credit.,,,,,
Stanford,Math,MATH 245C,Topics in Algebraic Geometry,not given this year,3,May be repeated for credit.,,,,,
Stanford,Math,MATH 246,Topics in number theory:  L-functions,not given this year,3,"The Riemann Zeta function and Dirichlet L-functions, zero-free regions and vertical distribution of the zeros, primes in arithmetic progressions, the class number problem, Hecke L-functions and Tate's thesis, Artin L-functions and the Chebotarev density theorem, Modular forms and Maass forms.nnPrerequisites: Algebraic Number Theory.",Algebraic Number Theory.,,,,
Stanford,Math,MATH 248,Introduction to Ergodic Theory,not given this year,3,"Topics may include 1) subadditive and multiplicative ergodic theorems, 2) notions of mixing, weak mixing, spectral theory, 3) metric and topological entropy of dynamical systems, 4) measures of maximal entropy. Prerequisites: Solid background in ""Measure and Integration"" ( Math 205A) and some functional analysis, including Riesz representation theorem and Hahn-Banach theorem ( Math 205B).",,,,,
Stanford,Math,MATH 249A,Topics in number theory,Aut,3,Topics of contemporary interest in number theory. May be repeated for credit.,,,,,
Stanford,Math,MATH 249B,Topics in Number Theory,Win,3,,,,,,
Stanford,Math,MATH 249C,Topics in Number Theory,not given this year,3,,,,,,
Stanford,Math,MATH 256A,Partial Differential Equations,not given this year,3,"The theory of linear and nonlinear partial differential equations, beginning with linear theory involving use of Fourier transform and Sobolev spaces. Topics: Schauder and L2 estimates for elliptic and parabolic equations; De Giorgi-Nash-Moser theory for elliptic equations; nonlinear equations such as the minimal surface equation, geometric flow problems, and nonlinear hyperbolic equations.",,,,,
Stanford,Math,MATH 256B,Partial Differential Equations,Win,3,Continuation of 256A.,,,,,
Stanford,Math,MATH 257A,Symplectic Geometry and Topology,not given this year,3,"Linear symplectic geometry and linear Hamiltonian systems. Symplectic manifolds and their Lagrangian submanifolds, local properties. Symplectic geometry and mechanics. Contact geometry and contact manifolds. Relations between symplectic and contact manifolds. Hamiltonian systems with symmetries. Momentum map and its properties. May be repeated for credit.",,,,,
Stanford,Math,MATH 257B,Symplectic Geometry and Topology,Aut,3,Continuation of 257A. May be repeated for credit.,,,,,
Stanford,Math,MATH 257C,Symplectic Geometry and Topology,Spr,3,Continuation of 257B. May be repeated for credit.,,,,,
Stanford,Math,MATH 258,Topics in Geometric Analysis,not given this year,3,May be repeated for credit.,,,,,
Stanford,Math,MATH 262,Applied Fourier Analysis and Elements of Modern Signal Processing (CME 372),not given this year,3,"Introduction to the mathematics of the Fourier transform and how it arises in a number of imaging problems. Mathematical topics include the Fourier transform, the Plancherel theorem, Fourier series, the Shannon sampling theorem, the discrete Fourier transform, and the spectral representation of stationary stochastic processes. Computational topics include fast Fourier transforms (FFT) and nonuniform FFTs. Applications include Fourier imaging (the theory of diffraction, computed tomography, and magnetic resonance imaging) and the theory of compressive sensing.",,,,,
Stanford,Math,MATH 263A,Algebraic Combinatorics and Symmetric Functions,not given this year,3,"Symmetric function theory unifies large parts of combinatorics. Theorems about permutations, partitions, and graphs now follow in a unified way. Topics: The usual bases (monomial, elementary, complete, and power sums). Schur functions. Representation theory of the symmetric group. Littlewood-Richardson rule, quasi-symmetric functions, combinatorial Hopf algebras, introduction to Macdonald polynomials. Throughout, emphasis is placed on applications (e.g. to card shuffling and random matrix theory). Prerequisite: 210A and 210B, or equivalent.","210A and 210B, or equivalent.",,,,
Stanford,Math,MATH 263B,Crystal Bases: Representations and Combinatorics,not given this year,3,Crystal Bases are combinatorial analogs of representation theorynof Lie groups. We will explore different aspects of thesenanalogies and develop rigorous purely combinatorial foundations.,,,,,
Stanford,Math,MATH 263C,Topics in Representation Theory,Spr,3,May be repeated for credit.,,,,,
Stanford,Math,MATH 269,Topics in symplectic geometry,not given this year,3,May be repeated for credit.,,,,,
Stanford,Math,MATH 270,Geometry and Topology of Complex Manifolds,not given this year,3,"Complex manifolds, Kahler manifolds, curvature, Hodge theory, Lefschetz theorem, Kahler-Einstein equation, Hermitian-Einstein equations, deformation of complex structures. May be repeated for credit.",,,,,
Stanford,Math,MATH 271,The H-Principle,Win,3,The language of jets. Thom transversality theorem. Holonomic approximation theorem. Applications: immersion theory and its generaliazations. Differential relations and Gromov's h-principle for open manifolds. Applications to symplectic geometry. Microflexibility. Mappings with simple singularities and their applications. Method of convex integration. Nash-Kuiper C^1-isometric embedding theorem.,,,,,
Stanford,Math,MATH 272,Topics in Partial Differential Equations,Aut,3,,,,,,
Stanford,Math,MATH 273,Topics in Mathematical Physics (STATS 359),not given this year,3,"Covers a list of topics in mathematical physics. The specific topics may vary from year to year, depending on the instructor's discretion. Background in graduate level probability theory and analysis is desirable.",,,,,
Stanford,Math,MATH 280,Evolution Equations in Differential Geometry,not given this year,3,,,,,,
Stanford,Math,MATH 282A,Low Dimensional Topology,Aut,3,"The theory of surfaces and 3-manifolds. Curves on surfaces, the classification of diffeomorphisms of surfaces, and Teichmuller space. The mapping class group and the braid group. Knot theory, including knot invariants. Decomposition of 3-manifolds: triangulations, Heegaard splittings, Dehn surgery. Loop theorem, sphere theorem, incompressible surfaces. Geometric structures, particularly hyperbolic structures on surfaces and 3-manifolds. May be repeated for credit up to 6 total units.",,,,,
Stanford,Math,MATH 282B,Homotopy Theory,Spr,3,"Homotopy groups, fibrations, spectral sequences, simplicial methods, Dold-Thom theorem, models for loop spaces, homotopy limits and colimits, stable homotopy theory. May be repeated for credit up to 6 total units.",,,,,
Stanford,Math,MATH 282C,Fiber Bundles and Cobordism,Spr,3,"Possible topics: principal bundles, vector bundles, classifying spaces. Connections on bundles, curvature. Topology of gauge groups and gauge equivalence classes of connections. Characteristic classes and K-theory, including Bott periodicity, algebraic K-theory, and indices of elliptic operators. Spectral sequences of Atiyah-Hirzebruch, Serre, and Adams. Cobordism theory, Pontryagin-Thom theorem, calculation of unoriented and complex cobordism. May be repeated for credit up to 6 total units.",,,,,
Stanford,Math,MATH 283,Topics in Algebraic and Geometric Topology,not given this year,3,May be repeated for credit.,,,,,
Stanford,Math,MATH 283A,Topics in Topology,Win,3,,,,,,
Stanford,Math,MATH 284,Topics in Geometric Topology,not given this year,3,"Incompressible surfaces, irreducible manifolds, prime decomposition, Morse theory, Heegaard diagrams, Heegaard splittings, the Thurston norm, sutured manifold theory, Heegaard Floer homology, sutured Floer homology.",,,,,
Stanford,Math,MATH 284A,Geometry and Topology in Dimension 3,not given this year,3,The Poincare conjecture and the uniformization of 3-manifolds. May be repeated for credit.,,,,,
Stanford,Math,MATH 284B,Geometry and Topology in Dimension 3,not given this year,3,The Poincare conjecture and the uniformization of 3-manifolds. May be repeated for credit.,,,,,
Stanford,Math,MATH 286,Topics in Differential Geometry,not given this year,3,May be repeated for credit.,,,,,
Stanford,Math,MATH 298,Graduate Practical Training,"Aut, Win, Spr, Sum",1,"Only for mathematics graduate students. Students obtain employment in a relevant industrial or research activity to enhance their professional experience. Students submit a concise report detailing work activities, problems worked on, and key results. May be repeated for credit up to 3 units. Prerequisite: qualified offer of employment and consent of department. Prior approval by Math Department is required; you must contact the Math Department's Student Services staff for instructions before being granted permission to enroll.",qualified offer of employment and consent of department. Prior approval by Math Department is required; you must contact the Math Department's Student Services staff for instructions before being granted permission to enroll.,,,,
Stanford,Math,MATH 301,Advanced Topics in Convex Optimization (CME 375),not given this year,3,"Modern developments in convex optimization: semidefinite programming; novel and efficient first-order algorithms for smooth and nonsmooth convex optimization. Emphasis on numerical methods suitable for large scale problems arising in science and engineering. Prerequisites: convex optimization ( EE 364), linear algebra ( Math 104), numerical linear algebra ( CME 302); background in probability, statistics, real analysis and numerical optimization.",,,,,
Stanford,Math,MATH 305,Applied mathematics through toys and magic,not given this year,3,"This course is a series of case-studies in doing applied mathematics on surprising phenomena we notice in daily life. Almost every class will show demos of these phenomena (toys and magic) and suggest open projects. The topics range over a great variety and cut across areas traditionally pigeonholed as physics, biology, engineering, computer science, mathematics ¿ but, instead of developing sophisticated mathematics on simple material, our aim is to extract simple mathematical understanding from sophisticated material which, at first, we may not yet know how to pigeonhole. In each class I will try to make the discussion self-contained and to give everybody something to take home, regardless of the background.",,,,,
Stanford,Math,MATH 355,Graduate Teaching Seminar,Spr,1,Required of and limited to first-year Mathematics graduate students.,,,,,
Stanford,Math,MATH 360,Advanced Reading and Research,"Aut, Win, Spr, Sum",1-10,,,,,,
Stanford,Math,MATH 382,Qualifying Examination Seminar,"Win, Sum",1-3,,,,,,
Stanford,Math,MATH 391,Research Seminar in Logic (PHIL 391),not given this year,1-3,Contemporary work. May be repeated a total of three times for credit.,,,,,
Stanford,Math,MATH 802,TGR Dissertation,"Aut, Win, Spr, Sum",0,,,,,,
